ad_number	applicability
2020-18-51	This AD applies to Sandia attitude indicator (attitude indicator) part number 306171-10 and 306171-20. These attitude indicators may be marked as BendixKing Model KI-300 or Sandia Model SAI-340A. They may be installed on airplanes certificated in any category.
2020-18-51	This AD applies to Sandia attitude indicator (attitude indicator) part number 306171-10 and 306171-20. These attitude indicators may be marked as BendixKing Model KI-300 or Sandia Model SAI-340A. They may be installed on airplanes certificated in any category.
2020-19-04	This AD becomes effective October 15, 2020.
2020-18-19	This AD supersedes AD 2014-12-07, Amendment 39-17868 (79 FR 35035, June 19, 2014).
2020-18-05	This AD applies to Pratt & Whitney Canada Corp. (P&WC) PT6B-37A model turboshaft engines with engine serial number PCE-PU0289 and earlier, which do not have an installed fuel control unit (FCU) that incorporates a stainless steel air adapter using P&WC Service Bulletin (SB) No. PT6B-72-39107, Revisi
2020-17-11	This AD replaces AD 2017-14-05, Amendment 39-18949 (82 FR 31899, July 11, 2017) (``AD 2017-14-05'').
2020-16-06	This AD applies to Aviat Aircraft Inc., Models A-1, A-1A, A-1B, A-1C-180, and A-1C-200 airplanes, all serial numbers, certificated in any category.
2020-16-11	This AD applies to Continental Aerospace Technologies, Inc. (Type Certificate previously held by Continental Motors, Inc.) model GTSIO-520-C, GTSIO-520-D, GTSIO-520-H, GTSIO-520-K, GTSIO-520-L, GTSIO-520-M, GTSIO-520-N, IO-550-G, IO-550-N, IO-550-P, IO-550-R, IOF-550-N, IOF-550-P, IOF-550-R, TSIO-52
2020-16-17	This AD applies to all Rolls-Royce Deutschland Ltd. & Co KG (Type Certificate previously held by Rolls-Royce plc) Trent XWB-75, Trent XWB-79, Trent XWB-79B, and Trent XWB-84 model turbofan engines.
2020-17-10	This AD replaces AD 2016-02-06, Amendment 39-18387 (81 FR 5367, February 2, 2016).
2020-16-09	This AD replaces AD 2009-25-09, Amendment 39-16128 (74 FR 66045, December 14, 2009).
2020-13-09	This AD applies to DG Flugzeugbau GmbH Models DG-500 Elan Orion, DG-500 Elan Trainer, DG-500/20 Elan, DG-500/22 Elan, DG-500M, and DG-500MB gliders, all serial numbers; and DG-1000S and DG-1000T gliders, serial numbers up to and including 10-144; certificated in any category.
2020-16-02	This AD applies to Pilatus Aircraft Ltd. (Pilatus) Models PC-6, PC-6/350, PC-6/350-H1, PC-6/350-H2, PC-6/A, PC-6/A-H1, PC-6/A-H2, PC-6/B-H2, PC-6/B1-H2, PC-6/B2-H2, PC-6/B2-H4, PC-6/C-H2, PC-6/C1- H2, PC-6-H1, and PC-6-H2 airplanes, all serial numbers, certificated in any category.  Note 1 to paragr
2020-16-13	This AD applies to Rolls-Royce Corporation (RRC) AE 3007A, AE 3007A1, AE 3007A1/1, AE 3007A1/2, AE 3007A1/3, AE 3007A1E, AE 3007A1P, and AE 3007A3 model turbofan engines with a 3rd-stage compressor wheel, part number (P/N) 23084158, and with a serial number listed in Figure 1 to paragraph (c) of thi
2020-16-10	This AD becomes effective September 3, 2020.
2020-15-12	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (Type Certificate previously held by Rolls-Royce plc) Trent 1000-A2, Trent 1000-AE2, Trent 1000-C2, Trent 1000-CE2, Trent 1000-D2, Trent 1000- E2, Trent 1000-G2, Trent 1000-H2, Trent 1000-J2, Trent 1000-K2, and Trent 1000-L2 model turbofan engin
2020-15-13	This AD replaces AD 2017-02-07, Amendment 39-18786 (82 FR 10267, February 10, 2017).
2020-15-11	This AD becomes effective August 11, 2020.
2020-15-05	This AD applies to Austro Engine GmbH model E4 engines with serial numbers that have a ``-B'' or ``-C'' configuration and to model E4P engines, all serial numbers.
2020-15-04	(1) This AD applies to all GE Aviation Czech s.r.o. M601D-11, M601E-11, M601E-11A, M601E-11AS, M601E-11S, M601F, H75-100, H75-200, H80, H80-100, H80-200, H85-100, and H85-200 turboprop engines. (2) These engines are known to be installed on, but not limited to, Thrush Aircraft, Inc. (formerly Qualit
2020-15-03	This AD applies to all GE Aviation Czech s.r.o. M601D-11, M601E- 11, M601E-11A, M601E-11AS, M601E-11S, and M601F model turboprop engines.
2020-15-06	This AD becomes effective August 11, 2020.
2020-15-08	This AD applies to all Rolls-Royce Deutschland Ltd & Co KG (Type Certificate previously held by Rolls-Royce plc) Trent 1000-A, Trent 1000-A2, Trent 1000-AE, Trent 1000-AE2, Trent 1000-C, Trent 1000-C2, Trent 1000-CE, Trent 1000-CE2, Trent 1000-D, Trent 1000-D2, Trent 1000-E, Trent 1000-E2, Trent 100
2020-16-03	This AD becomes effective August 10, 2020.
2020-15-07	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (type certificate formerly held by Rolls-Royce plc) RB211-524G2-19, RB211- 524G2-T-19, RB211-524G3-19, RB211-524G3-T-19, RB211-524H2-19, RB211- 524H2-T-19, RB211-524H-36 and RB211-524H-T-36 model turbofan engines with low-pressure turbine (LPT) 
2020-14-06	This AD applies to Diamond Aircraft Industries Inc. Models DA 40, DA 40 F, and DA 40 NG airplanes (including Model DA 40 NG airplanes that have been converted from the Model DA 40 D), all serial numbers, certificated in any category.
2020-15-01	This AD becomes effective August 17, 2020.
2020-14-04	This AD applies to all Rolls-Royce Deutschland Ltd. & Co KG (RRD) (Type Certificate previously held by Rolls-Royce plc) Trent 1000-A, Trent 1000-AE, Trent 1000-C, Trent 1000-CE, Trent 1000-D, Trent 1000-E, Trent 1000-G, and Trent 1000-H model turbofan engines.
2020-13-08	This AD applies to General Electric Company (GE) CF6-80E1A1, - 80E1A2,  -80E1A3, -80E1A4, and -80E1A4/B model turbofan engines.
2020-14-01	This AD is effective August 11, 2020.
2020-13-06	This AD applies to Pratt & Whitney Canada Corp. (P&WC) PW150A model turboprop engines with a high-pressure (HP) centrifugal impeller, part number (P/N) 3049127-01, installed.
2020-13-07	This AD applies to all Rolls-Royce Deutschland Ltd. & Co KG (Type Certificate previously held by Rolls-Royce plc) Trent 1000-D2, Trent 1000-J2, and Trent 1000-K2 model turbofan engines with fuel pump, part number (P/N) G5030FPU01, installed.
2020-13-02	This AD becomes effective July 8, 2020.
2020-13-04	This AD applies to all General Electric Company (GE) GEnx-1B and GEnx-2B model turbofan engines.
2020-12-07	This AD applies to all Hamilton Sundstrand Corporation (Hamilton  Sundstrand) model 54H60 propellers with a blade having a serial number (S/N) below S/N 813320.
2020-12-10	This AD replaces AD 2011-12-08, Amendment 39-16715 (76 FR 35334, June 17, 2011) (``AD 2011-12-08'').
2020-12-01	This AD applies to Rolls-Royce Deutschland Ltd. & Co KG (RRD) (Type Certificate previously held by Rolls-Royce plc) Trent XWB-75, XWB-79, XWB-79B, and XWB-84 model turbofan engines.
2020-12-03	This AD applies to all Rolls-Royce Deutschland Ltd. & Co KG (Type Certificate previously held by Rolls-Royce plc) Trent XWB-97 model turbofan engines.
2020-11-06	This AD applies to Pilatus Aircraft Ltd. Models PC-6, PC-6/350, PC-6/350-H1, PC-6/350-H2, PC-6/A, PC-6/A-H1, PC-6/A-H2, PC-6/B-H2, PC-6/B1-H2, PC-6/B2-H2, PC-6/B2-H4, PC-6/C-H2, PC-6/C1-H2, PC-6-H1, and PC-6-H2 airplanes, all serial numbers, certificated in any category, with a  left-hand or right-h
2020-11-02	This AD becomes effective June 25, 2020.
2020-10-05	This AD applies to Rockwell Collins, Inc. (Rockwell Collins) Pro Line 4 and Pro Line 21 Flight Management Systems installed on airplanes, certificated in any category, that has a flight management computer (FMC) with a Rockwell Collins part number (RCPN) listed in paragraph (c)(1) of this AD and wit
2020-10-04	This AD applies to all General Electric Company (GE) GE90-110B1 and GE90-115B model turbofan engines with an interstage high- pressure turbine (HPT) rotor seal with a part number and serial number listed in Table 1 of GE GE90-100 Alert Service Bulletin (ASB) 72-A0841 R00, dated February 26, 2020 (``
2020-10-02	This AD replaces AD 2011-12-07, Amendment 39-16714 (76 FR 35346, June 17, 2011).
2020-10-03	This AD applies to Weatherly Aircraft Company (Weatherly) Models 201, 201A, 201B, 201C, 620, 620A, 620B, 620B-TG, and 620TP airplanes, all serial numbers, certificated in any category.
2020-09-04	This AD applies to AERMACCHI S.p.A. Models F.260, F.260B, F.260C, F.260D, F.260E, and F.260F airplanes, all serial numbers, certificated in any category.
2020-09-03	This AD applies to International Aero Engines AG (IAE) V2500-A1, V2522-A5, V2524-A5, V2525-D5, V2527-A5, V2527E-A5, V2527M-A5, V2528- D5, V2530-A5, V2531-E5, and V2533-A5 model turbofan engines with diffuser case assembly, serial number PGGUBB8267, PGGUBB8271, PGGUA95825, PGGUA95827, or PGGUBB8264, 
2020-09-01	This AD replaces AD 2008-24-04, Amendment 39-15744 (73 FR 71530, November 25, 2008).
2020-07-22	This AD becomes effective May 5, 2020.
2020-08-10	This AD is effective May 22, 2020.
2020-08-04	This AD applies to International Aero Engines, LLC (IAE) PW1133G-JM, PW1133GA-JM, PW1130G-JM, PW1129G-JM, PW1127G-JM, PW1127GA-JM, PW1127G1-JM, PW1124G-JM, PW1124G1-JM, and PW1122G-JM model turbofan engines with low-pressure turbine (LPT) 3rd-stage blades, part number (P/N) 5387343, 5387493, 5387473
2020-08-02	This AD applies to Thales AVS France SAS (Thales) Global Positioning System/Satellite Based Augmentation System (GPS/SBAS) receivers, Topstar 200 LPV, part numbers (P/Ns) C17149JA02 and C17149HA01. These GPS/SBAS receivers are installed on, but not limited to, ATR-GIE Avions de Transport Régional (A
2020-08-03	This AD applies to Rolls-Royce Deutschland Ltd. & Co KG (RRD) (Type Certificate previously held by Rolls-Royce plc) RB211-535E4- 37, RB211-535E4-B-37, RB211-535E4-C-37, and RB-211-535E4-B-75 model turbofan engines except those with fan blades that have all incorporated Rolls-Royce (RR) Service Bulle
2020-07-51	This AD applies to all International Aero Engines AG (IAE) V2522-A5, V2524-A5, V2525-D5, V2527-A5, V2527E-A5, V2527M-A5, V2528- D5, V2530-A5, and V2533-A5 model turbofan engines with a high- pressure turbine (HPT) 1st-stage disk, part number (P/N) 2A5001 and serial number PKLBR37442, PKLBR38359, PKL
2020-08-01	This AD applies to General Electric Company (GE) CF34-1A, CF34- 3A, CF34-3A1, CF34-3A2, CF34-3B, and CF34-3B1 model turbofan engines having a fan blade with a part number listed in Planning Information, paragraph 1.A., of GE Service Bulletin (SB) CF34-AL S/B 72-0314, dated September 27, 2017 or of G
2020-06-12	This AD becomes effective May 11, 2020.
2020-06-13	This AD becomes effective May 11, 2020.
2020-06-16	This AD applies to Rolls-Royce Deutschland Ltd. & Co. KG (formerly Rolls-Royce plc) RB211 Trent 768-60, 772-60, and 772B-60 turbofan engines, with low-pressure (LP) compressor blade, part number (P/N) FK23411, FK25441, FK25968, FW11901, FW15393, FW23643, FW23741, FW23744, KH23403, or KH23404, instal
2020-07-02	This AD applies to all Pratt & Whitney PW1519G, PW1521G, PW1521G-3, PW1521GA, PW1524G, PW1524G-3, PW1525G, and PW1525G-3 model turbofan engines.
2020-06-11	This AD becomes effective April 28, 2020.
2020-05-23	This AD becomes effective April 24, 2020.
2020-06-02	This AD applies to International Aero Engines, LLC (IAE) PW1122G-JM, PW1124G1-JM, PW1124G-JM, PW1127GA-JM, PW1127G1-JM, PW1127G-JM, PW1133G-JM, PW1133GA-JM, PW1130G-JM, and PW1129G-JM model turbofan engines with low-pressure turbine (LPT) 3rd-stage blade, part number (P/N) 5387343, 5387493, 5387473 
2020-05-20	This AD becomes effective April 24, 2020.
2020-04-13	This AD applies to Quest Aircraft Design, LLC (type certificate data sheet currently held by Daher Aircraft Design, LLC) Model KODIAK 100 airplanes, serial numbers 100-0001 through 100-0273, certificated in any category.
2020-05-28	This AD applies to all International Aero Engines, LLC (IAE) PW1133G-JM, PW1133GA-JM, PW1130G-JM, PW1129G-JM, PW1127G-JM, PW1127GA-JM, PW1127G1-JM, PW1124G-JM, PW1124G1-JM, and PW1122G-JM model turbofan engines.
2020-04-21	This AD becomes effective March 31, 2020.
2020-06-01	This AD applies to all CFM International S.A. (CFM) LEAP-1B21, - 1B23, -1B25, -1B27, -1B28, -1B28B1, -1B28B2, -1B28B3, -1B28B2C, - 1B28BBJ1, and -1B28BBJ2 model turbofan engines.
2020-05-01	This AD applies to all Rolls-Royce Deutschland Ltd. & Co KG (RRD) (Type Certificate Previously Held by Rolls-Royce plc) Trent 1000-AE3, Trent 1000-CE3, Trent 1000-D3, Trent 1000-G3, Trent 1000- H3, Trent 1000-J3, Trent 1000-K3, Trent 1000-L3, Trent 1000-M3, Trent 1000-N3, Trent 1000-P3, Trent 1000-Q
2020-03-13	This AD becomes effective March 12, 2020.
2020-04-01	This AD applies to all Pratt & Whitney (PW) PW1519G, PW1521G, PW1521GA, PW1524G, PW1525G, PW1521G-3, PW1524G-3, PW1525G-3, PW1919G, PW1921G, PW1922G, PW1923G, and PW1923G-A model turbofan engines.
2020-03-16	This AD applies to Textron Aviation Inc. (type certificate previously held by Cessna Aircraft Company) Models 210G, T210G, 210H, T210H, 210J, T210J, 210K, T210K, 210L, T210L, 210M, and T210M airplanes, all serial numbers, certificated in any category.
2020-01-55	This AD applies to all General Electric Company (GE) GE90-110B1 and GE90-115B model turbofan engines with engine serial number 907150, 907152, 907176, 907179,  907192, 907266, 907270, 907301, 907320, 907337, 907344, 907370, 907371, 907405, 907686, or 907687.
2020-02-18	This AD applies to Gulfstream Aerospace Corporation Models GVI, GVII-G500, and GVII-G600 airplanes, all serial numbers, certificated in any category.
2020-02-11	This AD defines the unsafe condition as the failure of an inverter under instrument meteorological conditions or night flight. This condition could result in smoke in the cockpit, increased pilot workload due to the loss of primary flight and navigation displays, alternating current powered engine a
2020-02-17	This AD applies to Model S-70, S-70A, S-70C, S-70C(M), and S- 70C(M1) helicopters, certificated in any category, with a tail rotor (T/R) blade part number 70101-31000 (all dash numbers) with a serial number (S/N) up to and including A009-08915. Note 1 to paragraph (c) of this AD: Each T/R blade is m
2019-25-13	This AD applies to Engine Alliance (EA) GP7270 and GP7277 model turbofan engines with low-pressure compressor (LPC) 1st-stage fan blades, part number (P/N) 5700531, 5702931, 5702931CL1, or 5702931CL2, installed.
2019-22-08	This AD becomes effective January 7, 2020.
2019-23-09	This AD becomes effective January 10, 2020.
2019-25-01	This AD applies to International Aero Engines, LLC (IAE LLC) PW1122G-JM, PW1124G-JM, PW1124G1-JM, PW1127G1-JM, PW1127GA-JM, PW1127G-JM, PW1129G-JM, PW1130G-JM, PW1133GA-JM, PW1133G-JM model turbofan engines with an engine serial number listed in paragraphs (g)(1) through (4) of this AD and with low-
2019-21-51	This AD applies to all General Electric Company (GE) GE90-115B model turbofan engines with engine serial numbers 907451, 907464, 907504, 907564, 907574, 907599, 907601, and 907618.
2019-22-03	This AD applies to Pratt & Whitney Canada Corp. (P&WC) PT6B-37A turboshaft engines with serial number (S/N) PCE-PU0275 or earlier or with engine S/N PCE-PU0278.
2019-22-05	This AD applies to all General Electric Company (GE) CF34-8C1, CF34-8C5, CF34-8C5A1, CF34-8C5B1, CF34-8C5A2, and CF34-8C5A3 model turbofan engines.
2019-21-09	(1) This AD applies to Aviointeriors S.p.A. (Aviointeriors) Centaurus Economy Class 13E, 13H, and 13K passenger seats with a seat part number (P/N) listed in Figure 1 to paragraph (c)(1) of this AD, with life vest pouch, P/N 313907100004, installed. BILLING CODE 4910-13-P  [GRAPHIC] [TIFF OMITTED] T
2019-21-06	(1) This AD applies to: (i) Ipeco Holdings Limited (Ipeco) pilot and co-pilot seats with a part number (P/N) listed in Paragraph 1.A., Planning Information, Tables 1 and 2, of Ipeco Service Bulletin (SB) Number 063-25-14, Revision 00, dated August 14, 2018, and (ii) Ipeco pilot seat P/N 3A063-0099-0
2019-19-13	This AD becomes effective November 5, 2019.
2019-20-03	This AD applies to the airplanes identified in figure 1 to paragraph (c) of this AD, certificated in any category, having an affected part (defined in paragraph (g) of this AD) installed as specified in the applicable service information identified in figure 1 to paragraph (c) of this AD. BILLING CO
2019-20-05	This AD applies to Rolls-Royce Deutschland Ltd. & Co KG (Type Certificate previously held by Rolls-Royce plc) (RRD) Trent 1000-A, Trent 1000-A2, Trent 1000-AE, Trent 1000-AE2, Trent 1000-AE3, Trent 1000-C, Trent 1000-C2, Trent 1000-CE, Trent 1000-CE2, Trent 1000- CE3, Trent 1000-D, Trent 1000-D2, Tr
2019-19-11	This AD applies to Pratt & Whitney Models PW1519G, PW1521G, PW1521GA, PW1524G, PW1525G, PW1521G-3, PW1524G-3, PW1525G-3, PW1919G, PW1921G, PW1922G, PW1923G, and PW1923G-A turbofan engines that have accumulated fewer than 300 flight cycles.
2019-18-09	This AD applies to all airplanes specified in paragraphs (c)(1) and (2) of this AD, certificated in any category. (1) Lockheed Martin Corporation/Lockheed Martin Aeronautics Company Model 382, 382B, 382E, 382F, and 382G airplanes. (2) The airplanes specified in paragraphs (c)(2)(i) through (x), type
2019-18-09	This AD applies to all airplanes specified in paragraphs (c)(1) and (2) of this AD, certificated in any category. (1) Lockheed Martin Corporation/Lockheed Martin Aeronautics Company Model 382, 382B, 382E, 382F, and 382G airplanes. (2) The airplanes specified in paragraphs (c)(2)(i) through (x), type
2019-18-09	This AD applies to all airplanes specified in paragraphs (c)(1) and (2) of this AD, certificated in any category. (1) Lockheed Martin Corporation/Lockheed Martin Aeronautics Company Model 382, 382B, 382E, 382F, and 382G airplanes. (2) The airplanes specified in paragraphs (c)(2)(i) through (x), type
2019-18-09	This AD applies to all airplanes specified in paragraphs (c)(1) and (2) of this AD, certificated in any category. (1) Lockheed Martin Corporation/Lockheed Martin Aeronautics Company Model 382, 382B, 382E, 382F, and 382G airplanes. (2) The airplanes specified in paragraphs (c)(2)(i) through (x), type
2019-18-09	This AD applies to all airplanes specified in paragraphs (c)(1) and (2) of this AD, certificated in any category. (1) Lockheed Martin Corporation/Lockheed Martin Aeronautics Company Model 382, 382B, 382E, 382F, and 382G airplanes. (2) The airplanes specified in paragraphs (c)(2)(i) through (x), type
2019-18-08	This AD applies to all Engine Alliance (EA) GP7270 and GP7277 model turbofan engines.
2019-18-02	This AD becomes effective October 16, 2019.
